L,Mode,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32
2,back_load,0.3181641697883606,0.0516340471804142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,front_load,0.2532021701335907,0.04952579364180565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,normal,0.18853583931922913,0.04609796404838562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,uniform,0.3028181195259094,0.03923889249563217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,weight_sign_neg_front,0.2465021163225174,0.04082028940320015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,weight_sign_pos_front,3.070143938064575,0.14457400143146515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,back_load,2.4204771518707275,0.9283726811408997,0.35508424043655396,0.12942388653755188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,front_load,0.7779148817062378,0.4252527356147766,0.13183708488941193,0.07753529399633408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,normal,0.6454007029533386,0.23244668543338776,0.14059239625930786,0.0804109126329422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,uniform,0.7251796126365662,0.28852102160453796,0.13110212981700897,0.08928996324539185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,weight_sign_neg_front,2.54259991645813,0.4420870542526245,0.15055866539478302,0.0807914286851883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,weight_sign_pos_front,40.52741622924805,7.028951168060303,1.1589016914367676,0.36273258924484253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,back_load,19.587562561035156,6.730496406555176,3.2559804916381836,2.5787594318389893,1.3731002807617188,1.2028357982635498,0.9456799030303955,0.6503427028656006,,,,,,,,,,,,,,,,,,,,,,,,
8,front_load,9.231748580932617,1.6507115364074707,0.9502835273742676,1.0509384870529175,0.559539258480072,0.6261976957321167,1.026258111000061,0.6784685254096985,,,,,,,,,,,,,,,,,,,,,,,,
8,normal,7.470445156097412,1.1203032732009888,0.6860754489898682,0.7817173004150391,0.5262438058853149,0.5151095390319824,0.5909234285354614,0.5990110039710999,,,,,,,,,,,,,,,,,,,,,,,,
8,uniform,8.364575386047363,1.1457151174545288,0.7183501124382019,1.082687258720398,0.4861239790916443,0.4474703371524811,0.8519997000694275,0.642686665058136,,,,,,,,,,,,,,,,,,,,,,,,
8,weight_sign_neg_front,14.765655517578125,3.153751850128174,1.6659913063049316,1.970861792564392,0.9939438104629517,0.9986597299575806,1.3581444025039673,0.6904595494270325,,,,,,,,,,,,,,,,,,,,,,,,
8,weight_sign_pos_front,292.15716552734375,25.7780818939209,9.691965103149414,3.774122476577759,2.3840367794036865,1.7003412246704102,1.1356266736984253,0.9310518503189087,,,,,,,,,,,,,,,,,,,,,,,,
16,back_load,10.451610565185547,4.763458728790283,3.136716842651367,3.9269022941589355,2.7883331775665283,2.6910128593444824,2.3251090049743652,2.7229528427124023,10.559611320495605,5.476507186889648,48.5375862121582,138.35574340820312,73.67025756835938,9649.646484375,61246.640625,6188.03466796875,,,,,,,,,,,,,,,,
16,front_load,6.456531047821045,1.3788973093032837,1.3237805366516113,1.242478370666504,1.3388092517852783,1.2812048196792603,1.8848052024841309,9.97181510925293,2.3800361156463623,239.25950622558594,607.7802734375,2095.989501953125,26298.140625,8818.9052734375,14965.37890625,10552.0595703125,,,,,,,,,,,,,,,,
16,normal,5.427626609802246,0.7029175162315369,0.39689189195632935,0.6415551900863647,0.6309942007064819,0.8226571679115295,0.8475677371025085,0.7895920276641846,0.8580094575881958,2.65548038482666,1.8043687343597412,2.519029140472412,4.177460193634033,8.445555686950684,23.24471092224121,18.11674690246582,,,,,,,,,,,,,,,,
16,uniform,6.802504062652588,1.026270866394043,0.6251852512359619,0.7215389609336853,0.5557889342308044,0.89443039894104,1.1490623950958252,0.7794126868247986,1.0412522554397583,1.9051930904388428,2.5979838371276855,17.951313018798828,8.641088485717773,12.362648010253906,32.31916046142578,34.27054214477539,,,,,,,,,,,,,,,,
16,weight_sign_neg_front,5.0832977294921875,2.8532752990722656,1.82607102394104,3.8322014808654785,2.5268890857696533,2.930680274963379,2.427516460418701,3.6905765533447266,2.810671091079712,8.294761657714844,9.863534927368164,43.99105453491211,31.610252380371094,473.91156005859375,2112.197021484375,334.3486633300781,,,,,,,,,,,,,,,,
16,weight_sign_pos_front,405.732666015625,119.92913818359375,66.80195617675781,16.97445297241211,14.738115310668945,10.408023834228516,17.97995948791504,14.971566200256348,11.021039962768555,33.444034576416016,3777.84765625,4858.58447265625,271.086181640625,5668.81689453125,11926.6796875,10679.30859375,,,,,,,,,,,,,,,,
32,back_load,0.01514405757188797,0.014831995591521263,0.01579252816736698,0.014432528056204319,5.196910381317139,2.9761414527893066,7.237840175628662,6.1995391845703125,5.71376895904541,5.175822734832764,6.727879524230957,7.254683017730713,9.835675239562988,26.61542510986328,24.17617416381836,264.885986328125,228.3398895263672,803.7156982421875,464.52587890625,923.8773803710938,99604.3125,2323.818359375,9385.30078125,502.8856201171875,118175.1875,95779.984375,700906.1875,167426.90625,88181.296875,59986512.0,45002916.0,8235903.5
32,front_load,6.581566333770752,2.8293347358703613,3.2406694889068604,3.133096933364868,3.395014524459839,3.766328811645508,5.528919219970703,15.03283977508545,34.075191497802734,77.75009155273438,364.3650817871094,7748.4560546875,15027.2080078125,9856.7353515625,183543.6875,1645317.625,13480356.0,35584284.0,163577152.0,1233996032.0,3585546752.0,1484144771072.0,36889739264.0,87870087168.0,18243061760.0,340830093312.0,48879680618496.0,1676529209704448.0,10931662749696.0,3289154137882624.0,1015990284451840.0,11771690614784.0
32,normal,4.9391889572143555,1.3962762355804443,0.8216522336006165,0.5892989635467529,1.1188253164291382,0.6885626316070557,1.0217989683151245,1.388351559638977,1.9428026676177979,2.1876187324523926,5.2631707191467285,18.457237243652344,4.440121173858643,11.631024360656738,31.05766487121582,46.77257537841797,282.79541015625,48.627716064453125,350.08343505859375,3378.48876953125,171808.03125,7348.60693359375,33481.2890625,29534.69140625,110429.6484375,118552.75,2864983.25,3550552.5,11437994.0,879776960.0,70431384.0,513256736.0
32,uniform,5.910289287567139,1.5350087881088257,1.3502092361450195,1.0438077449798584,0.8825154900550842,1.6921037435531616,2.2107598781585693,2.102574348449707,8.042793273925781,132.73915100097656,168.96795654296875,1030.2755126953125,1733.80615234375,4494.81005859375,37498.98828125,124074.21875,845030.5625,9677086.0,3453307.25,60501524.0,16580107.0,872555072.0,836762112.0,574286400.0,28509978624.0,3842207488.0,190495948800.0,32402321408.0,2120976826368.0,792325652480.0,2501513314304.0,602993852416.0
32,weight_sign_neg_front,0.01569462940096855,0.014519337564706802,0.05507828667759895,0.06871592253446579,5.484321117401123,4.08104944229126,28.693288803100586,14.84076976776123,34.346736907958984,25.839874267578125,28.654891967773438,28.064437866210938,76.86148834228516,59.127140045166016,120.11260986328125,211.2086944580078,165.90841674804688,297.17041015625,362.4490661621094,10887.306640625,317530.8125,1707.554931640625,18475.8515625,5990.0634765625,13400.7685546875,25584.01171875,4219.73779296875,2410884.5,1525107.25,356907.84375,314601.15625,8016495.0
32,weight_sign_pos_front,265.60015869140625,223.5127410888672,235.90509033203125,221.94993591308594,221.0277862548828,221.74546813964844,275.57421875,466.59716796875,1168.809326171875,5869.91748046875,22068.341796875,83272.703125,196023.265625,588791.4375,3568250.5,8450173.0,55407052.0,219751616.0,400394112.0,2167884288.0,5956668416.0,5648544256.0,11408723968.0,370222039040.0,78461337600.0,1396863795200.0,4510758993920.0,4514320482304.0,23400089124864.0,25186172665856.0,39758378041344.0,84344441929728.0
